C1	5.71	26.04	0.00	10u	1206
C2	16.51	20.96	180.00	1u	C0603
D1	29.85	13.97	0.00		LED_0603
D2	27.30	11.43	90.00		LED_0603
D3	32.38	11.43	270.00		LED_0603
D4	29.85	8.89	0.00		LED_0603
D5	29.85	19.05	180.00		LED_0603
D6	27.30	16.51	90.00		LED_0603
D7	32.38	16.51	270.00		LED_0603
IC1	16.51	13.34	270.00	PIC16F1769	SOIC-20W
R1	15.24	26.67	180.00	10k	R0603
R2	32.51	4.45	270.00		R0603
R3	27.18	4.45	90.00		R0603
R4	30.73	4.45	270.00		R0603
R5	28.96	4.45	90.00		R0603
